   3.29000    .00000    .00000
  10.45000    .00000    .00000
  17.61000    .00000    .00000
  26.13000    .00000    .00000
  34.32000    .00000    .00000
  42.50000    .00000    .00000
  50.69000    .01000    .00000
  58.87000    .06000    .00000
  67.05000    .18000    .00000
  75.57000    .40000    .00000
  83.41000    .69000    .00000
  91.93000   1.08000    .00000
 100.10000   1.57000    .00000
 108.28000   2.13000    .00000
 116.45000   2.77000    .00000
 124.62000   3.50000    .00000
 133.13000   4.31000    .00000
 141.30000   5.14000    .00000
 149.47000   6.01000    .00000
 157.64000   6.94000    .00000
 165.81000   7.93000    .00000
 173.97000   8.94000    .00000
 182.14000   9.99000    .00000
 190.30000  11.06000    .00000
 198.47000  12.18000    .00000
 206.63000  13.31000    .00000
 215.48000  14.49000    .00000
 223.30000  15.74000    .00000
 231.80000  16.98000    .00000
 239.96000  18.30000    .00000
 248.12000  19.58000    .00000
   3.63000    .00000    .00000
  10.45000    .00000    .00000
  17.95000    .00000    .00000
  26.13000    .00000    .00000
  34.32000    .00000    .00000
  42.50000    .00000    .00000
  50.69000    .00000    .00000
  58.87000    .01000    .00000
  67.39000    .06000    .00000
  75.58000    .17000    .00000
  83.76000    .35000    .00000
  91.94000    .63000    .00000
 100.46000    .99000    .00000
 108.29000   1.43000    .00000
 116.47000   1.95000    .00000
 124.64000   2.54000    .00000
 133.15000   3.24000    .00000
 141.32000   3.98000    .00000
 149.49000   4.78000    .00000
 157.66000   5.65000    .00000
 166.17000   6.57000    .00000
 174.00000   7.50000    .00000
 182.16000   8.47000    .00000
 190.33000   9.48000    .00000
 198.50000  10.57000    .00000
 206.66000  11.66000    .00000
 215.16000  12.81000    .00000
 223.67000  13.97000    .00000
 231.49000  15.16000    .00000
 240.34000  16.43000    .00000
 248.16000  17.67000    .00000
   3.63000    .00000    .00000
  10.11000    .00000    .00000
  17.61000    .00000    .00000
  25.79000    .00000    .00000
  34.32000    .00000    .00000
  42.50000    .00000    .00000
  50.69000    .00000    .00000
  58.87000    .00000    .00000
  67.40000    .02000    .00000
  75.58000    .07000    .00000
  83.76000    .17000    .00000
  91.60000    .35000    .00000
 100.12000    .62000    .00000
 108.30000    .96000    .00000
 116.48000   1.37000    .00000
 124.65000   1.86000    .00000
 133.17000   2.44000    .00000
 141.34000   3.08000    .00000
 149.51000   3.79000    .00000
 157.68000   4.56000    .00000
 166.19000   5.41000    .00000
 174.02000   6.29000    .00000
 182.19000   7.20000    .00000
 190.35000   8.14000    .00000
 198.52000   9.15000    .00000
 206.69000  10.21000    .00000
 215.19000  11.31000    .00000
 223.36000  12.45000    .00000
 231.52000  13.57000    .00000
 240.02000  14.78000    .00000
 248.19000  15.98000    .00000
   3.63000    .00000    .00000
  10.11000    .00000    .00000
  17.95000    .00000    .00000
  25.79000    .00000    .00000
  34.32000    .00000    .00000
  42.50000    .00000    .00000
  50.69000    .00000    .00000
  58.87000    .00000    .00000
  67.40000    .00000    .00000
  75.58000    .02000    .00000
  83.42000    .07000    .00000
  91.95000    .18000    .00000
 100.47000    .35000    .00000
 108.65000    .61000    .00000
 116.48000    .93000    .00000
 124.66000   1.32000    .00000
 133.18000   1.80000    .00000
 141.35000   2.33000    .00000
 149.53000   2.93000    .00000
 157.70000   3.61000    .00000
 166.21000   4.38000    .00000
 174.38000   5.18000    .00000
 182.21000   6.02000    .00000
 190.38000   6.89000    .00000
 198.54000   7.86000    .00000
 206.71000   8.84000    .00000
 215.22000   9.88000    .00000
 223.72000  10.98000    .00000
 231.55000  12.05000    .00000
 240.05000  13.21000    .00000
 248.56000  14.37000    .00000
   3.63000    .00000    .00000
  10.45000    .00000    .00000
  17.61000    .00000    .00000
  25.79000    .00000    .00000
  34.32000    .00000    .00000
  42.50000    .00000    .00000
  50.69000    .00000    .00000
  58.87000    .00000    .00000
  67.40000    .00000    .00000
  75.58000    .00000    .00000
  83.76000    .02000    .00000
  91.95000    .07000    .00000
 100.47000    .17000    .00000
 108.65000    .33000    .00000
 116.49000    .56000    .00000
 124.67000    .87000    .00000
 133.19000   1.25000    .00000
 141.36000   1.68000    .00000
 149.54000   2.18000    .00000
 157.71000   2.74000    .00000
 166.23000   3.39000    .00000
 174.06000   4.09000    .00000
 182.57000   4.85000    .00000
 190.40000   5.64000    .00000
 198.57000   6.53000    .00000
 207.08000   7.44000    .00000
 214.90000   8.41000    .00000
 223.41000   9.45000    .00000
 231.58000  10.46000    .00000
 240.42000  11.60000    .00000
 248.59000  12.70000    .00000
   3.63000    .00000    .00000
  10.11000    .00000    .00000
  17.61000    .00000    .00000
  25.79000    .00000    .00000
  34.32000    .00000    .00000
  42.50000    .00000    .00000
  50.69000    .00000    .00000
  58.87000    .00000    .00000
  67.05000    .00000    .00000
  75.58000    .00000    .00000
  83.76000    .00000    .00000
  91.95000    .02000    .00000
 100.47000    .08000    .00000
 108.65000    .18000    .00000
 116.84000    .34000    .00000
 124.68000    .56000    .00000
 133.19000    .86000    .00000
 141.37000   1.21000    .00000
 149.55000   1.63000    .00000
 157.73000   2.11000    .00000
 166.24000   2.66000    .00000
 174.07000   3.25000    .00000
 182.59000   3.93000    .00000
 190.42000   4.64000    .00000
 198.93000   5.43000    .00000
 207.10000   6.29000    .00000
 215.27000   7.19000    .00000
 223.77000   8.16000    .00000
 231.94000   9.13000    .00000
 240.45000  10.16000    .00000
 248.61000  11.24000    .00000
